DIAMD_NO,STOCK_NO,PARENT_ITEM_NO_ALT,BOUNCE_USE_ITEM,FULL_TITLE,MAIN_DESC,VARIANT_DESC,SERIES_CODE,ISSUE_NO,ISSUE_SEQ_NO,VOLUME_TAG,MAX_ISSUE,PRICE,PUBLISHER,UPC_NO,SHORT_ISBN_NO,EAN_NO,CARDS_PER_PACK,PACK_PER_BOX,BOX_PER_CASE,DISCOUNT_CODE,INCREMENT,PRNT_DATE,FOC_VENDOR,SHIP_DATE,SRP,CATEGORY,GENRE,BRAND_CODE,MATURE,ADULT,OA,CAUT1,CAUT2,CAUT3,RESOL,NOTE_PRICE,ORDER_FORM_NOTES,PAGE,WRITER,ARTIST,COVER_ARTIST,COLORIST,ALLIANCE_SKU,FOC_DATE,OFFERED_DATE,NUMBER_OF_PAGES,UNIT_WEIGHT,UNIT_LENGTH,UNIT_WIDTH,UNIT_HEIGHT,CASE_WEIGHT,CASE_LENGTH,CASE_WIDTH,CASE_HEIGHT
NOV202520,STL171790,JUL209264,,HEXA GEAR BLOCK SCARECROW FOREST COLOR 1/24 KIT (Net) (C: 1-,HEXA GEAR BLOCK SCARECROW FOREST COLOR 1/24 KIT,,0,,0,,,26.75,KOTOBUKIYA,190526034761,,4934054030453,1,1,12,J,12,12/4/2020,N,3/31/2021,37.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $24.75/unit.),1087,,,,, ,12/4/2020,9/4/2020,0,0,0,0,0,0,0,0,0
NOV202521,STL171129,JUL209154,,KING OF BRAVES GAOGAIGAR GX-68X STAR OPT SOUL OF CHOGOKIN (N,KING OF BRAVES GAOGAIGAR GX-68X STAR OPT SOUL OF CHOGOKIN,,0,,0,,,175.5,TAMASHII NATIONS, ,,4573102610928,1,1,4,J,4,12/4/2020,N,5/26/2021,225,10,SF,AN,N,N,N,1,1,2,N,N,,1088,,,,, ,12/4/2020,9/1/2020,0,0,16.93,13.77,6.49,0,0,0,0
NOV202522,STL170385,JUL208752,,MAZINKAISER PLASTIC MODEL KIT (Net) (C: 1-1-2),MAZINKAISER PLASTIC MODEL KIT,,0,,0,,,56,KOTOBUKIYA,190526036147,,4934054031917,1,1,6,J,6,12/4/2020,N,2/24/2021,79.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $52.00/unit.),1088,,,,, ,12/4/2020,8/25/2020,0,0,0,0,0,0,0,0,0
NOV202523,STL169782,JUL208276,,MEGAMI DEVICE ASRA ARCHER SHADOW EDITION PLASTIC MODEL KIT (,MEGAMI DEVICE ASRA ARCHER SHADOW EDITION PLASTIC MODEL KIT,,0,,0,,,45.5,KOTOBUKIYA,190526014114,,4934054004812,1,1,12,J,12,12/4/2020,N,2/24/2021,64.99,10,XX,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $42.50/unit.),1088,,,,, ,12/4/2020,8/18/2020,0,0,0,0,0,0,0,0,0
NOV202524,STL169783,JUL208277,,MEGAMI DEVICE ASRA NINJA SHADOW EDITION PLASTIC MODEL KIT (N,MEGAMI DEVICE ASRA NINJA SHADOW EDITION PLASTIC MODEL KIT,,0,,0,,,45.5,KOTOBUKIYA,190526014206,,4934054004935,1,1,12,J,12,12/4/2020,N,2/24/2021,64.99,10,XX,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $42.50/unit.),1088,,,,, ,12/4/2020,8/18/2020,0,0,0,0,0,0,0,0,0
NOV202525,STL171788,JUL209265,,MEGAMI DEVICE WISM SOLDIER SNIPE/GRAPPLE PLASTIC MDL KIT (Ne,MEGAMI DEVICE WISM SOLDIER SNIPE/GRAPPLE PLASTIC MDL KIT,,0,,0,,,35,KOTOBUKIYA,190526036161,,4934054031931,1,1,12,J,12,12/4/2020,N,3/31/2021,49.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $32.50/unit.),1088,,,,, ,12/4/2020,9/4/2020,0,0,0,0,0,0,0,0,0
NOV202526,STL171771,JUL209266,,MSG GRAVE ARMS MODEL KIT ACCESSORY (Net) (C: 1-1-2),MSG GRAVE ARMS MODEL KIT ACCESSORY,,0,,0,,,7,KOTOBUKIYA,812771022705,,4934054260447,1,1,48,J,48,12/4/2020,N,3/31/2021,9.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $6.50/unit.),1088,,,,, ,12/4/2020,9/4/2020,0,0,0,0,0,0,0,0,0
NOV202527,STL170004,JUL208479,,MSG HAND UNIT MB41 SHARP HAND (Net) (C: 1-1-2),MSG HAND UNIT MB41 SHARP HAND,,0,,0,,,4.2,KOTOBUKIYA,603259046241,,4934054259687,1,1,120,J,120,12/4/2020,N,2/24/2021,5.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $3.90/unit.),1088,,,,, ,12/4/2020,8/19/2020,0,0,0,0,0,0,0,0,0
NOV202528,STL171770,JUL209267,,MSG HAND UNIT WILD HAND 2 MODEL KIT ACCESSORY (Net) (C: 1-1-,MSG HAND UNIT WILD HAND 2 MODEL KIT ACCESSORY,,0,,0,,,6.3,KOTOBUKIYA,190526007512,,4934054261291,1,1,120,J,120,12/4/2020,N,3/31/2021,8.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $5.85/unit.),1088,,,,, ,12/4/2020,9/4/2020,0,0,0,0,0,0,0,0,0
NOV202529,STL165753,APR208876,,MSG NORMAL HAND UNIT 2020 ACCESSORY SET (Net) (C: 1-1-2),MSG NORMAL HAND UNIT 2020 ACCESSORY SET,,0,,0,,,7,KOTOBUKIYA,190526025486,,4934054019502,1,1,120,J,120,12/4/2020,N,2/24/2021,9.99,10,AA,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $6.50/unit.),1089,,,,, ,12/4/2020,7/2/2020,0,0,0,0,0,0,0,0,0
NOV202530,STL169993,JUL208480,,MSG HEAVY WEAPON UNIT03 UNITE SWORD (Net) (C: 1-1-2),MSG HEAVY WEAPON UNIT03 UNITE SWORD,,0,,0,,,7,KOTOBUKIYA,812771027274,,4934054259595,1,1,72,J,72,12/4/2020,N,2/24/2021,9.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $6.50/unit.),1089,,,,, ,12/4/2020,8/19/2020,0,0,0,0,0,0,0,0,0
NOV202531,STL171773,JUL209268,,MSG HEAVY WEAPON UNIT 05 MEGA SLASH EDGE MDL KIT ACCESSORY (,MSG HEAVY WEAPON UNIT 05 MEGA SLASH EDGE MDL KIT ACCESSORY,,0,,0,,,6.3,KOTOBUKIYA,603259041673,,4934054259229,1,1,72,J,72,12/4/2020,N,3/31/2021,8.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $5.85/unit.),1089,,,,, ,12/4/2020,9/4/2020,0,0,0,0,0,0,0,0,0
NOV202532,STL171776,JUL209269,,MSG HEAVY WEAPON UNIT 09 VORTEX DRIVER MDL KIT ACCESSORY (Ne,MSG HEAVY WEAPON UNIT 09 VORTEX DRIVER MDL KIT ACCESSORY,,0,,0,,,6.3,KOTOBUKIYA,812771023351,,4934054259298,1,1,72,J,72,12/4/2020,N,3/31/2021,8.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $5.85/unit.),1089,,,,, ,12/4/2020,9/4/2020,0,0,0,0,0,0,0,0,0
NOV202533,STL171777,JUL209270,,MSG HEAVY WEAPON UNIT 11 KILLER BEAK MODEL KIT ACCESSORY (Ne,MSG HEAVY WEAPON UNIT 11 KILLER BEAK MODEL KIT ACCESSORY,,0,,0,,,7,KOTOBUKIYA,812771026789,,4934054260713,1,1,72,J,72,12/4/2020,N,3/31/2021,9.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $6.50/unit.),1089,,,,, ,12/4/2020,9/4/2020,0,0,0,0,0,0,0,0,0
NOV202534,STL170002,JUL208481,,MSG HEAVY WEAPON UNIT24 ALNAIR ROD (Net) (C: 1-1-2),MSG HEAVY WEAPON UNIT24 ALNAIR ROD,,0,,0,,,10.5,KOTOBUKIYA,190526018778,,4934054011292,1,1,24,J,24,12/4/2020,N,2/24/2021,14.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $9.75/unit.),1089,,,,, ,12/4/2020,8/19/2020,0,0,0,0,0,0,0,0,0
NOV202535,STL168080,JUN208880,,MSG HEAVY WEAPON UNIT25 KNIGHT MASTER SWORD (Net) (C: 1-1-2),MSG HEAVY WEAPON UNIT25 KNIGHT MASTER SWORD,,0,,0,,,10.5,KOTOBUKIYA,190526018877,,4934054011506,1,1,24,J,24,12/4/2020,N,2/24/2021,14.99,10,XX,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $9.75/unit.),1089,,,,, ,12/4/2020,7/30/2020,0,0,0,0,0,0,0,0,0
NOV202536,STL168081,JUN208881,,MSG HEAVY WEAPON UNIT26 WHEEL GRINDER (Net) (C: 1-1-2),MSG HEAVY WEAPON UNIT26 WHEEL GRINDER,,0,,0,,,11.25,KOTOBUKIYA,190526018884,,4934054011513,1,1,24,J,24,12/4/2020,N,2/24/2021,15.99,10,XX,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $10.50/unit.),1089,,,,, ,12/4/2020,7/30/2020,0,0,0,0,0,0,0,0,0
NOV202537,STL170384,JUL208753,,MSG HEAVY WEAPON UNIT30 ACTIVE MINE (Net) (C: 1-1-2),MSG HEAVY WEAPON UNIT30 ACTIVE MINE,,0,,0,,,10,KOTOBUKIYA,190526026919,,4934054021321,1,1,24,J,24,12/4/2020,N,3/31/2021,13.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 8 or more will be billed at the lower net price of $9.25/unit.),1090,,,,, ,12/4/2020,8/25/2020,0,0,0,0,0,0,0,0,0
NOV202538,STL169986,JUL208482,,MSG MECHA SUPPLY10 DETAIL COVER TYPE A (Net) (C: 1-1-2),MSG MECHA SUPPLY10 DETAIL COVER TYPE A,,0,,0,,,7,KOTOBUKIYA,190526007505,,4934054261284,1,1,96,J,96,12/4/2020,N,2/24/2021,9.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $6.50/unit.),1090,,,,, ,12/4/2020,8/19/2020,0,0,0,0,0,0,0,0,0
NOV202539,STL169982,JUL208483,,MSG MECHANICAL CHAIN BASE RENEWAL VER TYPE A (Net) (C: 1-1-2,MSG MECHANICAL CHAIN BASE RENEWAL VER TYPE A,,0,,0,,,14,KOTOBUKIYA,190526001541,,4934054261024,1,1,16,J,16,12/4/2020,N,2/24/2021,19.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 8 or more will be billed at the lower net price of $13.00/unit.),1090,,,,, ,12/4/2020,8/19/2020,0,0,0,0,0,0,0,0,0
NOV202540,STL169992,JUL208484,,MSG WEAPON UNIT 27 IMPACT KNUCKLE MODEL KIT ACCESSORY (Net),MSG WEAPON UNIT 27 IMPACT KNUCKLE MODEL KIT ACCESSORY,,0,,0,,,4.9,KOTOBUKIYA,812771027328,,4934054259564,1,1,96,J,96,12/4/2020,N,2/24/2021,6.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $4.60/unit.),1090,,,,, ,12/4/2020,8/19/2020,0,0,0,0,0,0,0,0,0
NOV202541,STL169997,JUL208485,,MSG WEAPON UNIT 41 BALLISTIC SHIELD (Net) (C: 1-1-2),MSG WEAPON UNIT 41 BALLISTIC SHIELD,,0,,0,,,4.2,KOTOBUKIYA,190526004818,,4934054261154,1,1,120,J,120,12/4/2020,N,2/24/2021,5.99,10,SF,XX,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 24 or more will be billed at the lower net price of $3.90/unit.),1090,,,,, ,12/4/2020,8/19/2020,0,0,0,0,0,0,0,0,0
NOV202542,STL167848,JUN208731,,OBSOLETE MODEROID ANTI-ARTILLERY LASER 1/35 PLSTC MDL KIT (C,OBSOLETE MODEROID ANTI-ARTILLERY LASER 1/35 PLSTC MDL KIT,,0,,0,,,34.99,GOOD SMILE COMPANY, ,,4580590119987,0,1,24,I,24,12/4/2020,N,2/24/2021,34.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $21.00/unit.),1090,,,,, ,12/4/2020,7/28/2020,0,0,0,0,0,0,0,0,0
NOV202543,STL167850,JUN208732,,OBSOLETE MODEROID PAKISTAN ARMY EXOFRAME 1/35 PLSTC MDL KIT,OBSOLETE MODEROID PAKISTAN ARMY EXOFRAME 1/35 PLSTC MDL KIT,,0,,0,,,24.99,GOOD SMILE COMPANY, ,,4580590119994,0,1,24,I,24,12/4/2020,N,2/24/2021,24.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $15.00/unit.),1090,,,,, ,12/4/2020,7/28/2020,0,0,0,0,0,0,0,0,0
NOV202544,STL167849,JUN208733,,OBSOLETE MODEROID RECONNAISSANCE EQUIP 1/35 PLSTC MDL KIT (C,OBSOLETE MODEROID RECONNAISSANCE EQUIP 1/35 PLSTC MDL KIT,,0,,0,,,34.99,GOOD SMILE COMPANY, ,,4580590119970,0,1,24,I,24,12/4/2020,N,2/24/2021,34.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $21.00/unit.),1090,,,,, ,12/4/2020,7/28/2020,0,0,0,0,0,0,0,0,0
NOV202545,STL167851,JUN208734,,OBSOLETE MODEROID SUBMERSIBLE EXOFRAME 1/35 PLSTC MDL KIT (C,OBSOLETE MODEROID SUBMERSIBLE EXOFRAME 1/35 PLSTC MDL KIT,,0,,0,,,24.99,GOOD SMILE COMPANY, ,,4580590130012,0,1,24,I,24,12/4/2020,N,2/24/2021,24.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $15.00/unit.),1090,,,,, ,12/4/2020,7/28/2020,0,0,0,0,0,0,0,0,0
NOV202546,STL168594,JUN209081,,MONSTER HUNTER CHIBI PLUSH DIABLOS (C: 1-1-2),MONSTER HUNTER CHIBI PLUSH DIABLOS,,0,,0,,,34.99,CAPCOM, ,,4976219111119,0,1,36,I,36,12/4/2020,N,2/24/2021,34.99,10,FA,VG,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $21.00/unit.),1090,,,,, ,12/4/2020,8/4/2020,0,0,0,0,0,0,0,0,0
NOV202547,STL168595,JUN209082,,MONSTER HUNTER CHIBI PLUSH DODOGAMA (C: 1-1-2),MONSTER HUNTER CHIBI PLUSH DODOGAMA,,0,,0,,,34.99,CAPCOM, ,,4976219111126,0,1,36,I,36,12/4/2020,N,2/24/2021,34.99,10,FA,VG,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $21.00/unit.),1090,,,,, ,12/4/2020,8/4/2020,0,0,0,0,0,0,0,0,0
NOV202548,STL168596,JUN209083,,MONSTER HUNTER CHIBI PLUSH SAFIJIIVA (C: 1-1-2),MONSTER HUNTER CHIBI PLUSH SAFIJIIVA,,0,,0,,,34.99,CAPCOM, ,,4976219111102,0,1,36,I,36,12/4/2020,N,2/24/2021,34.99,10,FA,VG,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $21.00/unit.),1090,,,,, ,12/4/2020,8/4/2020,0,0,0,0,0,0,0,0,0
NOV202549,STL170301,JUL208693,,ALIENS ALIEN QUEEN PX 1/18 SCALE FIGURE (C: 1-1-2),ALIENS ALIEN QUEEN PX 1/18 SCALE FIGURE,,0,,0,,,39.99,HIYA TOYS, ,,6957534201066,1,1,6,I,6,12/4/2020,N,8/25/2021,39.99,10,SF,AL,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $24.00/unit.),1091,,,,, ,12/4/2020,8/24/2020,0,0,0,0,0,0,0,0,0
NOV202550,STL172989,AUG208437,,ALIENS BROWN ALIEN WARRIOR PX 1/18 SCALE FIGURE (C: 1-1-2),ALIENS BROWN ALIEN WARRIOR PX 1/18 SCALE FIGURE,,0,,0,,,19.99,HIYA TOYS, ,,6957534201059,1,1,12,I,12,12/4/2020,N,7/28/2021,19.99,10,SF,AL,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $12.00/unit.),1091,,,,, ,12/4/2020,9/18/2020,0,0.26,7.2,4.4,1.9,0,0,0,0
NOV202551,STL172990,AUG208438,,ALIENS HEADSHOT ALIEN WARRIOR PX 1/18 SCALE FIGURE (C: 1-1-2,ALIENS HEADSHOT ALIEN WARRIOR PX 1/18 SCALE FIGURE,,0,,0,,,19.99,HIYA TOYS, ,,6957534201103,1,1,12,I,12,12/4/2020,N,7/28/2021,19.99,10,SF,AL,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $12.00/unit.),1091,,,,, ,12/4/2020,9/18/2020,0,0.26,7.2,4.4,1.9,0,0,0,0
NOV202552,STL170298,JUL208694,,AVP BATTLE DAMAGE CELTIC PREDATOR PX 1/18 SCALE FIGURE (C: 1,AVP BATTLE DAMAGE CELTIC PREDATOR PX 1/18 SCALE FIGURE,,0,,0,,,19.99,HIYA TOYS, ,,6957534201073,1,1,12,I,12,12/4/2020,N,5/26/2021,19.99,10,SF,PR,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $12.00/unit.),1091,,,,, ,12/4/2020,8/24/2020,0,0.26,7.2,4.4,1.9,0,0,0,0
NOV202553,STL170299,JUL208695,,AVP CHOPPER PREDATOR PX 1/18 SCALE FIGURE (C: 1-1-2),AVP CHOPPER PREDATOR PX 1/18 SCALE FIGURE,,0,,0,,,19.99,HIYA TOYS, ,,6957534201042,1,1,12,I,12,12/4/2020,N,8/25/2021,19.99,10,SF,PR,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $12.00/unit.),1091,,,,, ,12/4/2020,8/24/2020,0,0.26,7.2,4.4,1.9,0,0,0,0
NOV202554,STL172987,AUG208439,,AVP FINAL BATTLE DAMAGE SCAR PREDATOR PX 1/18 SCALE FIGURE (,AVP FINAL BATTLE DAMAGE SCAR PREDATOR PX 1/18 SCALE FIGURE,,0,,0,,,19.99,HIYA TOYS, ,,6957534201127,1,1,12,I,12,12/4/2020,N,7/28/2021,19.99,10,SF,AL,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $12.00/unit.),1091,,,,, ,12/4/2020,9/18/2020,0,0.26,7.2,4.4,1.9,0,0,0,0
NOV202555,STL172986,AUG208428,,AVP GRID ALIEN PX 1/18 SCALE FIGURE (C: 1-1-2),AVP GRID ALIEN PX 1/18 SCALE FIGURE,,0,,0,,,19.99,HIYA TOYS, ,,6957534201110,1,1,12,I,12,12/4/2020,N,7/28/2021,19.99,10,SF,AL,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $12.00/unit.),1091,,,,, ,12/4/2020,9/18/2020,0,0.26,7.2,4.4,1.9,0,0,0,0
NOV202556,STL172182,JUL209560,,BEETLEJUICE RED TUXEDO LTD ED BISHOUJO STATUE (Net) (C: 1-1-,BEETLEJUICE RED TUXEDO LTD ED BISHOUJO STATUE,,0,,0,,,101.5,KOTOBUKIYA,190526024557,,4934054018345,1,1,12,J,12,12/4/2020,N,1/27/2021,144.99,10,FA,PO,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $94.25/unit.),1092,,,,, ,12/4/2020,,0,0,0,0,0,0,0,0,0
NOV202557,STL169201,JUL208041,,CLOCKWORK ORANGE ALEX DELARGE DEFO REAL POLYRESIN STATUE (Ne,CLOCKWORK ORANGE ALEX DELARGE DEFO REAL POLYRESIN STATUE,,0,,0,,,73,STAR ACE TOYS LIMITED, ,,4897057886406,1,1,8,J,8,12/4/2020,N,2/24/2021,89.99,10,SF,MV,N,N,N,0,1,2,N,N,,1092,,,,, ,12/4/2020,8/10/2020,0,0,0,0,0,0,0,0,0
NOV202558,STL169198,JUL208042,,DAWN O/T PLANET O/T APES CAESAR W/RIFLE SOFT VINYL STATUE (N,DAWN O/T PLANET O/T APES CAESAR W/RIFLE SOFT VINYL STATUE,,0,,0,,,222.5,STAR ACE TOYS LIMITED, ,,4897057889179,1,1,8,J,8,12/4/2020,N,2/24/2021,288.99,10,SF,MV,N,N,N,0,1,2,N,N,,1092,,,,, ,12/4/2020,8/10/2020,0,0,0,0,0,0,0,0,0
NOV202559,STL169121,JUN209263,,DESPICABLE ME MC-022 GRUS CAR MASTER CRAFT STATUE (Net) (C:,DESPICABLE ME MC-022 GRUS CAR MASTER CRAFT STATUE,,0,,0,,,218.5,"BEAST KINGDOM CO., LTD", ,,4710586074574,1,1,2,J,2,12/4/2020,N,11/25/2020,269,10,MV,MV,N,N,N,1,1,2,N,N,,1092,,,,, ,12/4/2020,8/7/2020,0,0,0,0,0,0,0,0,0
NOV202560,STL172972,AUG208442,,GI JOE LADY JAYE CANARY ANN BISHOUJO STATUE (Net) (C: 1-1-2),GI JOE LADY JAYE CANARY ANN BISHOUJO STATUE,,0,,0,,,80.5,KOTOBUKIYA,190526035966,,4934054031726,1,1,6,J,6,12/4/2020,N,4/28/2021,114.99,10,AA,GJ,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 6 or more will be billed at the lower net price of $75.00/unit.),1092,,,,, ,12/4/2020,9/18/2020,0,0,0,0,0,0,0,0,0
NOV202561,STL170297,JUL208696,,PREDATORS ACTIVE CAMOUFLAGE FALCONER PX 1/18 SCALE FIGURE (C,PREDATORS ACTIVE CAMOUFLAGE FALCONER PX 1/18 SCALE FIGURE,,0,,0,,,19.99,HIYA TOYS, ,,6957534200519,1,1,12,I,12,12/4/2020,N,5/26/2021,19.99,10,SF,PR,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 12 or more will be billed at the lower net price of $12.00/unit.),1094,,,,, ,12/4/2020,8/24/2020,0,0.26,7.2,4.4,1.9,0,0,0,0
NOV202562,STL168141,JUN208978,,SESAME STREET UDF SER 2 ABBY FIG (C: 1-1-2),SESAME STREET UDF SER 2 ABBY FIG,,0,,0,,,14.99,MEDICOM TOY CORPORATION, ,,4530956155814,1,1,24,I,24,12/4/2020,N,3/31/2021,14.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 8 or more will be billed at the lower net price of $9.00/unit.),1094,,,,, ,12/4/2020,7/31/2020,0,0,0,0,0,0,0,0,0
NOV202563,STL168139,JUN208979,,SESAME STREET UDF SER 2 COUNT VON COUNT FIG (C: 1-1-2),SESAME STREET UDF SER 2 COUNT VON COUNT FIG,,0,,0,,,14.99,MEDICOM TOY CORPORATION, ,,4530956155807,1,1,24,I,24,12/4/2020,N,3/31/2021,14.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 8 or more will be billed at the lower net price of $9.00/unit.),1094,,,,, ,12/4/2020,7/31/2020,0,0,0,0,0,0,0,0,0
NOV202564,STL168146,JUN208980,,SESAME STREET UDF SER 2 ELMO & COOKIE MONSTER FIG (C: 1-1-2),SESAME STREET UDF SER 2 ELMO & COOKIE MONSTER FIG,,0,,0,,,21.99,MEDICOM TOY CORPORATION, ,,4530956155821,1,1,24,I,24,12/4/2020,N,3/31/2021,21.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 8 or more will be billed at the lower net price of $13.25/unit.),1094,,,,, ,12/4/2020,7/31/2020,0,0,0,0,0,0,0,0,0
NOV202565,STL168137,JUN208981,,SESAME STREET UDF SER 2 GROVER FIG (C: 1-1-2),SESAME STREET UDF SER 2 GROVER FIG,,0,,0,,,14.99,MEDICOM TOY CORPORATION, ,,4530956155791,1,1,24,I,24,12/4/2020,N,3/31/2021,14.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 8 or more will be billed at the lower net price of $9.00/unit.),1094,,,,, ,12/4/2020,7/31/2020,0,0,0,0,0,0,0,0,0
NOV202566,STL168144,JUN208982,,SESAME STREET UDF SER 2 OSCAR THE GROUCH ORIGINAL ORANGE FIG,SESAME STREET UDF SER 2 OSCAR THE GROUCH ORIGINAL ORANGE FIG,,0,,0,,,14.99,MEDICOM TOY CORPORATION, ,,4530956155838,1,1,24,I,24,12/4/2020,N,3/31/2021,14.99,10,SF,AN,N,N,N,1,1,2,N,N,(NOTE: Retailers who order and receive 8 or more will be billed at the lower net price of $9.00/unit.),1094,,,,, ,12/4/2020,7/31/2020,0,0,0,0,0,0,0,0,0
NOV202567,STL169199,JUL208043,,WAR O/T PLANET O/T APES CAESAR W/SPEAR SOFT VINYL STATUE (Ne,WAR O/T PLANET O/T APES CAESAR W/SPEAR SOFT VINYL STATUE,,0,,0,,,222.5,STAR ACE TOYS LIMITED, ,,4897057889186,1,1,8,J,8,12/4/2020,N,2/24/2021,288.99,10,SF,MV,N,N,N,0,1,2,N,N,,1094,,,,, ,12/4/2020,8/10/2020,0,0,0,0,0,0,0,0,0
NOV202568,STL170234,JUL208657,,BEATLES TITANS SGT PEPPER METALLIC 3IN VINYL FIGURE 4PK (C:,BEATLES TITANS SGT PEPPER METALLIC 3IN VINYL FIGURE 4PK,,0,,0,,,39.99,TITAN MERCHANDISE, ,,,0,1,30,I,1,12/4/2020,N,1/6/2021,39.99,10,MV,MU,N,N,N,1,1,2,N,N,(NOTE: RETAILERS WHO ORDER AND RECEIVE 12 OR MORE WILL BE BILLED AT THE LOWER NET PRICE OF $24.00/UNIT.) - rtravis,1094,,,,, ,12/4/2020,8/21/2020,0,0.5,5.6,5,2.8,0,0,0,0
NOV202569,STL111180,JAN192845,,BEATLES TITANS YELLOW SUBMARINE 3IN GID VIN FIG 4PK (C: 1-1-,BEATLES TITANS YELLOW SUBMARINE 3IN GID VIN FIG 4PK,,0,,0,,,39.99,TITAN MERCHANDISE, ,,5052473236115,0,1,30,U,1,12/4/2020,N,,39.99,10,MU,MV,N,N,Y,1,1,2,N,N,,1094,,,,, ,,,0,0.45,10.9,4.8,2.7,15.61,22.5,15.9,13.9
NOV202570,STL170232,JUL208658,,BEATLES TITANS YELLOW SUBMARINE METALLIC 6.5 IN VIN FIG (C:,BEATLES TITANS YELLOW SUBMARINE METALLIC 6.5 IN VIN FIG,,0,,0,,,18.99,TITAN MERCHANDISE, ,,,1,1,6,U,6,12/4/2020,N,1/6/2021,18.99,10,MU,MV,N,N,N,1,1,2,N,N,(NOTE: RETAILERS WHO ORDER AND RECEIVE 6 OR MORE WILL BE BILLED AT THE LOWER NET PRICE OF $10.45.) - rtravis,1094,,,,, ,12/4/2020,8/21/2020,0,0,0,0,0,0,0,0,0
